feet	Rank	RankPrev	Player	percentMade	Attempts	Putts_made
3	180	1	Jordan Spieth	99.03	513	508
3	181	1	Justin Lower	99.01	506	501
3	182	2	Scott Stallings	98.94	473	468
3	183	1	Brandon Matthews	98.92	279	276
3	184	1	Kevin Yu	98.90	273	270
3	185	1	Brent Grant	98.89	360	356
3	186	2	Hideki Matsuyama	98.88	538	532
3	187	4	Jason Dufner	98.84	430	425
3	188	1	Max McGreevy	98.80	418	413
3	189	1	Chris Stroud	98.79	248	245
3	190	NA	Satoshi Kodaira	98.77	243	240
3	191	5	Cam Davis	98.68	455	449
3	192	NA	Rory Sabbatini	98.65	223	220
3	193	1	Troy Merritt	98.58	424	418
3	194	1	Dean Burmester	98.54	274	270
3	195	NA	Adam Svensson	98.37	676	665
3	196	NA	Sean O'Hair	98.30	176	173
3	197	1	Lucas Glover	95.63	526	503
4	1	NA	Keegan Bradley	100.00	73	73
4	1	NA	Jonathan Byrd	100.00	36	36
4	1	NA	Sung Kang	100.00	28	28
4	4	NA	Nate Lashley	99.02	102	101
4	5	NA	Sam Burns	98.82	85	84
4	6	NA	Scott Stallings	98.72	78	77
4	7	NA	Adam Hadwin	97.96	98	96
4	8	2	Thomas Detry	97.87	94	92
4	9	2	Mackenzie Hughes	97.80	91	89
4	10	3	Peter Malnati	97.70	87	85
4	10	2	Nick Taylor	97.70	87	85
4	10	2	Dylan Wu	97.70	87	85
4	13	NA	Matt NeSmith	97.67	86	84
4	14	1	Denny McCarthy	97.60	125	122
4	15	1	Beau Hossler	97.50	120	117
4	16	NA	Brandon Wu	97.44	117	114
4	17	5	Zach Johnson	97.37	76	74
4	17	2	Alex Noren	97.37	76	74
4	17	3	Adam Schenk	97.37	152	148
4	20	5	Eric Cole	97.27	110	107
4	21	2	Emiliano Grillo	97.25	109	106
4	22	2	Jimmy Walker	97.20	107	104
4	23	1	Doug Ghim	97.10	69	67
4	23	6	Adam Scott	97.10	69	67
4	25	1	Cameron Percy	97.06	34	33
4	26	2	Tom Kim	96.94	98	95
4	27	NA	Harry Higgs	96.92	65	63
4	28	2	Seamus Power	96.88	96	93
4	29	2	Chris Kirk	96.81	94	91
4	30	19	Viktor Hovland	96.51	86	83
4	31	1	Aaron Wise	96.49	57	55
4	32	1	Doc Redman	96.39	83	80
4	33	1	Erik Barnes	96.36	55	53
4	33	6	Lucas Herbert	96.36	55	53
4	33	6	Davis Thompson	96.36	110	106
4	36	NA	Dylan Frittelli	96.30	81	78
4	37	NA	Ryan Brehm	96.26	107	103
4	37	NA	Austin Smotherman	96.26	107	103
4	39	2	Maverick McNealy	96.20	79	76
4	40	3	Trevor Werbylo	96.05	76	73
4	41	6	Sahith Theegala	95.93	123	118
4	42	8	Lee Hodges	95.83	120	115
4	43	7	Sam Stevens	95.79	95	91
4	44	4	Danny Willett	95.74	94	90
4	45	1	Chesson Hadley	95.70	93	89
4	45	3	K.H. Lee	95.70	93	89
4	47	5	Byeong Hun An	95.65	115	110
4	48	3	Joseph Bramlett	95.50	111	106
4	49	4	Justin Suh	95.49	133	127
4	50	6	Nico Echavarria	95.45	66	63
4	50	32	Tom Hoge	95.45	88	84
4	52	6	Wyndham Clark	95.37	108	103
4	53	10	Kurt Kitayama	95.29	85	81
4	54	NA	Max Homa	95.24	84	80
4	55	5	Ben Taylor	95.19	104	99
4	56	1	Scott Piercy	95.18	83	79
4	57	NA	Kevin Chappell	95.12	41	39
4	58	1	Carson Young	95.06	81	77
4	59	8	Davis Riley	95.05	101	96
4	60	4	Andrew Putnam	95.00	120	114
4	61	3	Akshay Bhatia	94.92	59	56
4	62	10	Matt Fitzpatrick	94.90	98	93
4	63	8	Chad Ramey	94.78	115	109
4	64	22	Rory McIlroy	94.64	56	53
4	65	4	Greyson Sigg	94.57	92	87
4	66	4	Kelly Kraft	94.52	73	69
4	67	5	Tyrrell Hatton	94.51	91	86
4	67	7	Taylor Pendrith	94.51	91	86
4	69	9	Sepp Straka	94.25	87	82
4	70	3	Aaron Baddeley	94.20	69	65
4	71	9	Ben Griffin	94.17	103	97
4	71	9	Robby Shelton	94.17	120	113
4	73	12	Austin Eckroat	94.12	85	80
4	73	1	Russell Knox	94.12	102	96
4	75	1	Taylor Moore	94.07	118	111
4	76	9	Justin Lower	94.02	117	110
4	77	11	J.T. Poston	94.00	100	94
4	78	NA	Tyson Alexander	93.98	83	78
4	79	8	Garrick Higgo	93.86	114	107
4	80	2	Justin Rose	93.85	65	61
4	81	3	Andrew Novak	93.75	64	60
4	81	1	Sam Ryder	93.75	112	105
4	83	2	Patton Kizzire	93.62	94	88
4	84	4	Danny Lee	93.44	61	57
4	85	16	Taylor Montgomery	93.43	137	128
4	86	3	Si Woo Kim	93.40	106	99
4	87	13	Jason Day	93.33	75	70
4	87	3	Hank Lebioda	93.33	30	28
4	87	10	Adam Long	93.33	105	98
4	87	NA	William McGirt	93.33	30	28
4	87	3	Rory Sabbatini	93.33	45	42
4	87	9	Adam Svensson	93.33	105	98
4	93	1	Paul Haley II	93.20	103	96
4	94	1	Kevin Yu	93.18	44	41
4	95	1	Brice Garnett	93.15	73	68
4	95	1	Harry Hall	93.15	73	68
4	97	4	Nick Hardy	93.13	131	122
4	98	12	Harris English	93.10	116	108
4	99	11	Russell Henley	93.07	101	94
4	100	7	Chez Reavie	93.04	115	107
4	101	3	Dean Burmester	93.02	43	40
4	102	3	Brent Grant	92.96	71	66
4	102	9	Billy Horschel	92.96	71	66
4	102	4	Jordan Spieth	92.96	71	66
4	105	6	Cam Davis	92.93	99	92
4	106	39	Rickie Fowler	92.74	124	115
4	107	18	Aaron Rai	92.73	110	102
4	108	5	Sean O'Hair	92.68	41	38
4	109	5	Vincent Norrman	92.65	68	63
4	110	5	Stephan Jaeger	92.59	135	125
4	111	10	Matt Kuchar	92.55	94	87
4	112	4	Brendan Steele	92.45	53	49
4	113	4	Tyler Duncan	92.41	79	73
4	114	18	Will Gordon	92.38	105	97
4	115	4	Ryan Armour	92.31	78	72
4	115	4	Alex Smalley	92.31	117	108
4	117	13	Sungjae Im	92.13	89	82
4	118	16	Collin Morikawa	92.11	76	70
4	118	2	Kyle Westmoreland	92.11	76	70
4	120	21	Xander Schauffele	92.06	63	58
4	121	3	Martin Laird	92.05	88	81
4	122	2	Max McGreevy	92.00	75	69
4	123	10	Patrick Cantlay	91.94	62	57
4	124	8	Brian Harman	91.92	99	91
4	124	10	Hideki Matsuyama	91.92	99	91
4	126	4	Chris Stroud	91.89	37	34
4	126	4	Martin Trainer	91.89	37	34
4	126	4	Carl Yuan	91.89	74	68
4	129	24	David Lingmerth	91.86	86	79
4	130	5	Michael Gligic	91.84	49	45
4	131	5	Michael Thompson	91.78	73	67
4	132	1	Trey Mullinax	91.74	109	100
4	133	5	Cameron Champ	91.67	72	66
4	133	8	Mark Hubbard	91.67	120	110
4	135	5	J.J. Spaun	91.51	106	97
4	136	2	Brendon Todd	91.38	116	106
4	137	3	Henrik Norlander	91.30	69	63
4	138	11	Hayden Buckley	91.18	102	93
4	138	1	Nick Watney	91.18	68	62
4	140	2	Matti Schmid	91.07	56	51
4	141	10	Keith Mitchell	90.91	110	100
4	141	NA	Robert Streb	90.91	55	50
4	143	10	MJ Daffue	90.82	98	89
4	144	NA	Ben Martin	90.80	87	79
4	145	NA	Tony Finau	90.79	76	69
4	146	1	Harrison Endycott	90.67	75	68
4	147	7	Corey Conners	90.59	85	77
4	147	1	Zecheng Dou	90.59	85	77
4	147	1	Ryan Palmer	90.59	85	77
4	147	1	Kevin Tway	90.59	85	77
4	151	NA	Trevor Cone	90.57	53	48
4	152	36	S.H. Kim	90.48	126	114
4	153	8	Gary Woodland	90.38	104	94
4	154	7	Christiaan Bezuidenhout	90.29	103	93
4	154	25	Patrick Rodgers	90.29	103	93
4	154	8	Scottie Scheffler	90.29	103	93
4	157	2	Cameron Young	90.16	61	55
4	158	3	Austin Cook	90.00	60	54
4	159	2	Brian Stuard	89.83	59	53
4	160	1	Zac Blair	89.71	68	61
4	161	25	Jon Rahm	89.55	67	60
4	162	2	Michael Kim	89.47	95	85
4	162	14	Matt Wallace	89.47	95	85
4	164	NA	Scott Harrington	89.29	56	50
4	165	1	Brandon Matthews	89.13	46	41
4	166	1	Francesco Molinari	89.06	64	57
4	167	9	Luke List	89.01	91	81
4	167	1	Webb Simpson	89.01	91	81
4	169	4	Stewart Cink	88.89	81	72
4	169	8	Luke Donald	88.89	54	48
4	169	NA	Jim Herman	88.89	72	64
4	169	NA	Richy Werenski	88.89	72	64
4	173	1	Andrew Landry	88.71	62	55
4	174	1	Cody Gribble	88.64	44	39
4	175	9	David Lipsky	88.57	105	93
4	176	7	Lucas Glover	88.46	78	69
4	177	3	Augusto N炭単ez	88.41	69	61
4	178	3	Tommy Fleetwood	88.33	60	53
4	179	2	Joel Dahmen	88.30	94	83
4	180	4	Callum Tarren	88.24	85	75
4	181	2	Kevin Streelman	88.18	110	97
4	182	3	Erik van Rooyen	88.14	59	52
4	183	3	Satoshi Kodaira	88.10	42	37
4	184	2	Tano Goya	87.95	83	73
4	185	1	Kevin Kisner	87.50	56	49
4	186	3	Justin Thomas	87.13	101	88
4	187	2	Matthias Schwab	87.10	93	81
4	188	1	S.Y. Noh	86.96	46	40
4	189	4	Shane Lowry	86.89	61	53
4	190	1	Kramer Hickok	86.73	98	85
4	191	NA	Charley Hoffman	86.36	66	57
4	192	NA	Ryan Moore	86.21	58	50
4	193	1	James Hahn	85.33	75	64
4	194	1	Kevin Roy	84.62	65	55
4	195	1	Jason Dufner	84.06	69	58
4	196	1	Bill Haas	81.82	44	36
4	197	1	Troy Merritt	80.00	80	64
5	1	NA	Aaron Baddeley	96.30	54	52
5	2	1	Francesco Molinari	94.12	34	32
5	3	1	Trevor Werbylo	93.10	58	54
5	4	2	S.H. Kim	92.93	99	92
5	5	3	Matt Fitzpatrick	92.50	40	37
5	5	NA	Harry Higgs	92.50	40	37
5	7	1	Erik van Rooyen	91.67	36	33
5	8	NA	William McGirt	90.91	11	10
5	9	2	Jason Day	90.77	65	59
5	10	NA	Sahith Theegala	90.53	95	86
5	11	2	Rory McIlroy	90.48	42	38
5	11	1	Nick Watney	90.48	42	38
5	13	NA	Harris English	90.00	80	72
5	13	1	Cameron Percy	90.00	20	18
5	15	2	Chez Reavie	89.86	69	62
5	16	1	Kevin Chappell	89.47	19	17
5	17	12	Matt Kuchar	89.23	65	58
5	18	7	Adam Hadwin	89.04	73	65
5	19	1	Brice Garnett	88.89	54	48
5	19	3	David Lingmerth	88.89	54	48
5	19	1	Taylor Montgomery	88.89	90	80
5	19	1	Chris Stroud	88.89	27	24
5	23	7	Christiaan Bezuidenhout	88.73	71	63
5	23	2	Aaron Rai	88.73	71	63
5	25	3	Adam Long	88.61	79	70
5	26	2	Andrew Novak	88.46	52	46
5	27	9	Sungjae Im	88.41	69	61
5	28	2	Cameron Champ	88.37	43	38
5	29	3	Joel Dahmen	88.33	60	53
5	30	19	Corey Conners	87.93	58	51
5	30	8	Tyrrell Hatton	87.93	58	51
5	32	3	Rickie Fowler	87.88	66	58
5	32	1	Hideki Matsuyama	87.88	66	58
5	34	6	Andrew Putnam	87.84	74	65
5	34	7	Sam Ryder	87.84	74	65
5	36	3	Tom Kim	87.67	73	64
5	37	4	Maverick McNealy	87.50	64	56
5	38	7	Taylor Pendrith	87.32	71	62
5	39	3	Chesson Hadley	87.30	63	55
5	40	1	Danny Lee	86.84	38	33
5	41	4	Billy Horschel	86.79	53	46
5	42	23	Thomas Detry	86.76	68	59
5	43	1	Ryan Brehm	86.67	60	52
5	43	1	Tommy Fleetwood	86.67	45	39
5	45	7	J.T. Poston	86.57	67	58
5	46	NA	Matthias Schwab	86.49	74	64
5	47	7	Hayden Buckley	86.11	72	62
5	48	2	Ryan Palmer	86.00	50	43
5	49	2	Michael Kim	85.96	57	49
5	50	2	Jimmy Walker	85.94	64	55
5	51	4	Ben Taylor	85.71	63	54
5	51	3	Aaron Wise	85.71	49	42
5	53	8	Brendon Todd	85.53	76	65
5	54	31	Si Woo Kim	85.51	69	59
5	55	NA	Max Homa	85.48	62	53
5	56	NA	James Hahn	85.45	55	47
5	56	NA	Scott Stallings	85.45	55	47
5	58	7	Kevin Kisner	85.37	41	35
5	59	NA	Dean Burmester	85.29	34	29
5	60	18	Emiliano Grillo	85.19	81	69
5	60	NA	Bill Haas	85.19	27	23
5	62	13	Eric Cole	85.14	74	63
5	62	13	Nick Hardy	85.14	74	63
5	64	2	Sam Burns	85.11	47	40
5	64	2	Doc Redman	85.11	47	40
5	66	1	Trevor Cone	85.00	40	34
5	66	28	Alex Noren	85.00	60	51
5	68	13	Wyndham Clark	84.95	93	79
5	69	1	Denny McCarthy	84.88	86	73
5	70	5	Viktor Hovland	84.85	66	56
5	71	15	Mark Hubbard	84.72	72	61
5	72	25	Brian Harman	84.62	65	55
5	72	4	Garrick Higgo	84.62	78	66
5	72	2	Vincent Norrman	84.62	52	44
5	72	2	Matti Schmid	84.62	39	33
5	72	2	Webb Simpson	84.62	52	44
5	77	13	Will Gordon	84.51	71	60
5	78	20	Mackenzie Hughes	84.31	51	43
5	79	3	Martin Laird	84.21	38	32
5	80	2	Harrison Endycott	84.13	63	53
5	80	11	Peter Malnati	84.13	63	53
5	82	NA	Dylan Frittelli	83.78	74	62
5	82	NA	Brian Stuard	83.78	37	31
5	84	21	Keegan Bradley	83.67	49	41
5	85	15	Austin Eckroat	83.33	66	55
5	85	2	Michael Gligic	83.33	36	30
5	85	6	Chris Kirk	83.33	72	60
5	85	40	Seamus Power	83.33	60	50
5	85	27	Adam Schenk	83.33	90	75
5	85	2	Kevin Tway	83.33	66	55
5	91	9	Keith Mitchell	83.13	83	69
5	92	1	Matt NeSmith	83.08	65	54
5	93	1	Tyson Alexander	82.98	47	39
5	93	1	Russell Knox	82.98	47	39
5	95	8	Patrick Rodgers	82.80	93	77
5	96	8	Beau Hossler	82.61	69	57
5	96	2	Kelly Kraft	82.61	69	57
5	98	18	J.J. Spaun	82.56	86	71
5	99	3	Max McGreevy	82.46	57	47
5	100	3	Sean O'Hair	82.35	17	14
5	100	3	Carl Yuan	82.35	51	42
5	102	3	Kramer Hickok	82.28	79	65
5	103	16	Robby Shelton	82.26	62	51
5	104	4	Jim Herman	82.22	45	37
5	104	1	Shane Lowry	82.22	45	37
5	104	9	Chad Ramey	82.22	90	74
5	107	5	Doug Ghim	82.14	56	46
5	108	8	Lucas Herbert	82.00	50	41
5	109	8	Justin Lower	81.82	77	63
5	110	15	Sam Stevens	81.69	71	58
5	110	23	Adam Svensson	81.69	71	58
5	112	5	Greyson Sigg	81.54	65	53
5	113	5	Jonathan Byrd	81.48	27	22
5	113	5	Carson Young	81.48	54	44
5	115	4	Ryan Armour	81.36	59	48
5	116	3	Scott Piercy	81.16	69	56
5	117	NA	Ben Griffin	81.08	74	60
5	118	4	Scott Harrington	81.03	58	47
5	118	2	Matt Wallace	81.03	58	47
5	120	5	Patton Kizzire	80.95	84	68
5	121	5	Andrew Landry	80.85	47	38
5	122	2	Hank Lebioda	80.77	26	21
5	122	2	Richy Werenski	80.77	52	42
5	124	14	Joseph Bramlett	80.72	83	67
5	125	NA	Danny Willett	80.65	62	50
5	126	6	Jordan Spieth	80.60	67	54
5	127	4	Nate Lashley	80.56	72	58
5	128	5	K.H. Lee	80.52	77	62
5	129	5	Justin Rose	80.49	41	33
5	130	20	Tom Hoge	80.26	76	61
5	131	14	Sepp Straka	80.25	81	65
5	132	7	Sung Kang	80.00	20	16
5	132	3	Scottie Scheffler	80.00	55	44
5	132	7	Michael Thompson	80.00	55	44
5	132	7	Martin Trainer	80.00	25	20
5	136	2	Alex Smalley	79.75	79	63
5	137	9	Xander Schauffele	79.69	64	51
5	138	3	Satoshi Kodaira	79.17	24	19
5	138	20	Jon Rahm	79.17	48	38
5	140	15	Justin Thomas	79.10	67	53
5	141	2	Zach Johnson	79.07	43	34
5	142	1	Jason Dufner	78.85	52	41
5	143	7	Brandon Wu	78.79	66	52
5	144	4	Lee Hodges	78.67	75	59
5	145	6	Tano Goya	78.57	56	44
5	145	6	Paul Haley II	78.57	70	55
5	147	5	Ben Martin	78.48	79	62
5	148	5	Tyler Duncan	78.43	51	40
5	149	4	Ryan Moore	78.38	37	29
5	150	25	Patrick Cantlay	78.26	46	36
5	150	2	Nick Taylor	78.26	69	54
5	152	10	Adam Scott	78.18	55	43
5	153	16	Troy Merritt	78.13	64	50
5	153	7	Gary Woodland	78.13	64	50
5	155	2	Kurt Kitayama	78.00	50	39
5	156	8	Davis Thompson	77.94	68	53
5	157	6	Zecheng Dou	77.78	63	49
5	157	6	Kevin Roy	77.78	36	28
5	159	5	Robert Streb	77.50	40	31
5	160	1	MJ Daffue	77.42	62	48
5	161	4	Taylor Moore	77.33	75	58
5	162	4	Henrik Norlander	77.27	44	34
5	163	5	Kevin Streelman	77.14	70	54
5	164	2	Erik Barnes	76.92	39	30
5	165	2	Luke Donald	76.67	30	23
5	166	11	Akshay Bhatia	76.47	34	26
5	166	1	Callum Tarren	76.47	68	52
5	168	2	Stephan Jaeger	76.29	97	74
5	169	3	Justin Suh	75.95	79	60
5	170	7	Cam Davis	75.86	58	44
5	171	11	Byeong Hun An	75.82	91	69
5	172	9	Davis Riley	75.68	74	56
5	173	6	Trey Mullinax	75.64	78	59
5	174	6	Austin Cook	75.61	41	31
5	175	6	Zac Blair	75.51	49	37
5	176	6	Dylan Wu	75.38	65	49
5	177	6	Tony Finau	75.32	77	58
5	178	6	Cody Gribble	75.00	36	27
5	178	6	S.Y. Noh	75.00	28	21
5	178	6	Rory Sabbatini	75.00	32	24
5	178	6	Austin Smotherman	75.00	76	57
5	182	4	Stewart Cink	74.58	59	44
5	183	3	Harry Hall	74.29	70	52
5	184	1	Collin Morikawa	74.07	54	40
5	185	7	Nico Echavarria	74.00	50	37
5	186	2	Brendan Steele	73.81	42	31
5	187	2	David Lipsky	73.61	72	53
5	188	1	Charley Hoffman	71.43	49	35
5	189	1	Cameron Young	71.19	59	42
5	190	NA	Kevin Yu	70.37	27	19
5	191	3	Luke List	69.32	88	61
5	192	NA	Lucas Glover	69.12	68	47
5	193	2	Russell Henley	68.89	45	31
5	194	1	Brent Grant	67.50	40	27
5	195	NA	Kyle Westmoreland	66.67	42	28
5	196	NA	Augusto N炭単ez	65.79	38	25
5	197	NA	Brandon Matthews	65.52	29	19
6	1	1	S.Y. Noh	92.86	28	26
6	2	1	Brian Harman	92.68	41	38
6	3	NA	Maverick McNealy	87.23	47	41
6	4	NA	Taylor Moore	86.79	53	46
6	5	NA	Kelly Kraft	85.71	35	30
6	5	NA	Nate Lashley	85.71	42	36
6	7	2	Michael Kim	85.42	48	41
6	8	2	Michael Gligic	85.19	27	23
6	9	2	Taylor Montgomery	84.51	71	60
6	10	5	Andrew Putnam	83.93	56	47
6	11	6	Sepp Straka	83.33	54	45
6	12	NA	Lucas Glover	82.98	47	39
6	13	1	Xander Schauffele	82.22	45	37
6	14	1	Matt Fitzpatrick	81.82	33	27
6	14	1	Cameron Percy	81.82	11	9
6	16	NA	Ryan Armour	81.58	38	31
6	17	4	Emiliano Grillo	81.03	58	47
6	18	1	Mackenzie Hughes	80.95	42	34
6	19	2	Hank Lebioda	80.00	20	16
6	19	2	Danny Willett	80.00	45	36
6	21	12	Lee Hodges	79.37	63	50
6	22	2	Kurt Kitayama	79.17	48	38
6	23	1	Patton Kizzire	79.03	62	49
6	24	1	Jason Day	78.69	61	48
6	25	5	Nico Echavarria	78.57	42	33
6	26	8	Patrick Cantlay	78.38	37	29
6	27	2	J.J. Spaun	78.33	60	47
6	28	13	Seamus Power	78.18	55	43
